Quận,Loại hình nhà ở,Giấy tờ pháp lý,ViTriXa_km,TuoiNha,Số tầng,Số phòng ngủ,Diện tích_m2,Giá_m2
Quận Cầu Giấy,Chung cư,Đã có sổ,2.4,28,7,5,78,152.4
Quận Long Biên,Chung cư,Sổ hồng,11.1,13,37,4,149,128.3
Quận Cầu Giấy,Chung cư,Đã có sổ,10.5,30,38,5,119,133.7
Quận Tây Hồ,Chung cư,Sổ hồng,1.8,25,17,3,62,155.8
Quận Thanh Xuân,Chung cư,Sổ hồng,5.1,29,39,2,92,135.4
Quận Hà Đông,Penthouse,Sổ hồng,3.1,28,13,5,129,163.4
Quận Cầu Giấy,Chung cư,Sổ hồng,9.8,28,21,4,140,142.4
Quận Tây Hồ,Chung cư,Đã có sổ,6,33,13,3,142,152
Quận Hai Bà Trưng,Chung cư,Sổ hồng,10.6,20,33,5,82,121.2
Quận Tây Hồ,Chung cư,Sổ hồng,11.5,5,4,2,82,140.1
Quận Hai Bà Trưng,Chung cư,Đã có sổ,0.6,15,27,4,75,155.8
Quận Thanh Xuân,Chung cư,Đã có sổ,17.5,27,33,5,55,97.7
Quận Thanh Xuân,Chung cư,Sổ hồng,3.4,8,39,4,135,156.9
Quận Hà Đông,Chung cư,Sổ hồng,16.9,5,11,4,54,101.3
Quận Đống Đa,Chung cư,Sổ hồng,11.1,29,12,5,138,130
Quận Tây Hồ,Duplex,Sổ hồng,5,8,3,5,72,157.2
Quận Hà Đông,Penthouse,Đã có sổ,15.7,31,23,2,41,108.5
Quận Hai Bà Trưng,Chung cư,Sổ hồng,13.1,27,33,5,61,115.7
Quận Tây Hồ,Duplex,Sổ hồng,13.2,24,24,2,73,133.6
Quận Cầu Giấy,Duplex,Sổ hồng,6.6,27,3,3,105,148
Quận Long Biên,Chung cư,Đã có sổ,8.4,15,30,1,68,129.4
Quận Hà Đông,Duplex,Đã có sổ,11,12,5,1,132,142.3
Quận Hai Bà Trưng,Chung cư,Sổ hồng,7.7,10,18,1,99,142
Quận Thanh Xuân,Chung cư,Sổ hồng,7.6,24,10,2,108,137.8
Quận Thanh Xuân,Penthouse,Đã có sổ,17,9,26,1,147,127
Quận Cầu Giấy,Chung cư,Sổ hồng,19.3,21,6,4,76,111.2
Quận Tây Hồ,Chung cư,Sổ hồng,9.9,10,9,3,145,144.8
Quận Long Biên,Chung cư,Sổ hồng,17.4,11,3,3,109,106.3
Quận Cầu Giấy,Chung cư,Sổ hồng,16.1,22,14,1,75,110.1
Quận Tây Hồ,Chung cư,Sổ hồng,10,32,7,4,42,130.2
Quận Đống Đa,Chung cư,Sổ hồng,13.4,24,35,2,103,121.9
Quận Long Biên,Chung cư,Đã có sổ,1.8,14,27,2,107,152.3
Quận Cầu Giấy,Chung cư,Sổ hồng,13,36,27,1,49,120.5
Quận Hà Đông,Chung cư,Sổ hồng,5.3,33,28,3,131,139.6
Quận Hai Bà Trưng,Duplex,Đã có sổ,18.8,29,23,1,60,112.5
Quận Cầu Giấy,Duplex,Đã có sổ,13.5,35,32,2,71,127.6
Quận Hà Đông,Chung cư,Đã có sổ,12.6,18,32,3,142,122.5
Quận Hà Đông,Chung cư,Đã có sổ,18.2,18,26,3,120,109.8
Quận Thanh Xuân,Chung cư,Sổ hồng,15.1,39,37,1,52,99.6
Quận Thanh Xuân,Chung cư,Đã có sổ,8.7,7,20,1,125,147.2
Quận Tây Hồ,Duplex,Sổ hồng,15.9,16,21,3,114,134.2
Quận Thanh Xuân,Chung cư,Sổ hồng,18.7,25,21,2,48,95.6
Quận Thanh Xuân,Chung cư,Sổ hồng,18.9,9,11,3,87,100.6
Quận Đống Đa,Chung cư,Đã có sổ,5.4,7,5,4,126,151
Quận Hai Bà Trưng,Penthouse,Sổ hồng,11.2,26,20,3,95,136.7
Quận Hai Bà Trưng,Chung cư,Sổ hồng,16,11,38,5,36,104.3
Quận Hai Bà Trưng,Chung cư,Sổ hồng,19.6,23,26,5,133,111.7
Quận Cầu Giấy,Penthouse,Đã có sổ,2.2,34,10,5,49,159.2
Quận Hà Đông,Chung cư,Sổ hồng,15.5,33,24,4,93,101.4
Quận Hai Bà Trưng,Duplex,Đã có sổ,9.3,8,25,4,94,143.9
Quận Tây Hồ,Duplex,Đã có sổ,16.9,1,10,5,100,134.6
Quận Đống Đa,Chung cư,Sổ hồng,15.1,35,39,3,148,120.5
Quận Cầu Giấy,Chung cư,Đã có sổ,9.3,5,21,4,144,151.6
Quận Hà Đông,Chung cư,Sổ hồng,18.6,39,12,5,60,85.5
Quận Cầu Giấy,Duplex,Đã có sổ,7.7,26,22,2,105,151
Quận Hai Bà Trưng,Duplex,Sổ hồng,8.2,12,29,3,86,141.5
Quận Cầu Giấy,Chung cư,Đã có sổ,15.3,22,7,3,57,111.3
Quận Thanh Xuân,Chung cư,Đã có sổ,5.7,23,22,2,51,132
Quận Hà Đông,Chung cư,Sổ hồng,15.6,1,4,3,93,104.1
Quận Hà Đông,Chung cư,Sổ hồng,16.1,22,18,3,48,93.5
Quận Hà Đông,Penthouse,Đã có sổ,14.6,18,33,1,138,131.3
Quận Hà Đông,Duplex,Sổ hồng,7.8,21,19,5,106,138.1
Quận Hai Bà Trưng,Chung cư,Đã có sổ,9.7,2,24,1,139,142.9
Quận Hà Đông,Chung cư,Đã có sổ,11.3,26,18,3,76,111.2
Quận Đống Đa,Duplex,Đã có sổ,3,39,13,1,84,155
Quận Thanh Xuân,Chung cư,Đã có sổ,7.7,4,13,5,42,124.5
Quận Hà Đông,Chung cư,Sổ hồng,3.7,12,3,2,148,148.5
Quận Đống Đa,Chung cư,Đã có sổ,5.9,23,30,1,87,141.9
Quận Hà Đông,Chung cư,Sổ hồng,18.1,30,29,2,142,99.8
Quận Hai Bà Trưng,Chung cư,Sổ hồng,1.6,31,6,2,108,155.5
Quận Đống Đa,Chung cư,Sổ hồng,11.3,14,22,1,133,133.6
Quận Long Biên,Chung cư,Sổ hồng,9,35,8,2,66,115.8
Quận Hà Đông,Chung cư,Sổ hồng,13.5,27,15,2,115,113.6
Quận Hà Đông,Chung cư,Đã có sổ,19.3,31,23,4,50,84.6
Quận Hai Bà Trưng,Chung cư,Sổ hồng,9.4,22,33,5,45,122.9
Quận Thanh Xuân,Chung cư,Sổ hồng,10.4,34,34,1,95,123.8
Quận Hà Đông,Chung cư,Đã có sổ,2.8,26,14,2,72,144.1
Quận Đống Đa,Chung cư,Đã có sổ,18.3,10,25,5,138,120.9
Quận Cầu Giấy,Penthouse,Sổ hồng,8.1,13,38,1,96,153
Quận Hà Đông,Chung cư,Sổ hồng,1.3,26,34,4,112,154
Quận Đống Đa,Chung cư,Sổ hồng,10.8,19,26,2,40,128
Quận Tây Hồ,Chung cư,Sổ hồng,17,12,10,4,114,123
Quận Long Biên,Duplex,Sổ hồng,12,16,34,4,124,130.4
Quận Thanh Xuân,Chung cư,Sổ hồng,12.2,33,26,1,112,123
Quận Hà Đông,Chung cư,Sổ hồng,0.9,31,7,2,81,136.3
Quận Cầu Giấy,Penthouse,Đã có sổ,19.4,30,14,3,42,106.3
Quận Thanh Xuân,Chung cư,Sổ hồng,8.4,20,34,3,44,132.5
Quận Hai Bà Trưng,Penthouse,Sổ hồng,3.3,33,3,1,116,162.4
Quận Cầu Giấy,Duplex,Đã có sổ,3.2,14,37,5,130,167.7
Quận Thanh Xuân,Chung cư,Sổ hồng,13.5,27,34,3,129,123.8
Quận Tây Hồ,Chung cư,Sổ hồng,8.9,20,17,4,139,150.4
Quận Long Biên,Chung cư,Đã có sổ,1.5,6,36,2,94,152.1
Quận Long Biên,Duplex,Sổ hồng,2.2,24,36,4,98,149.2
Quận Long Biên,Chung cư,Sổ hồng,8.8,21,10,5,98,131.4
Quận Hai Bà Trưng,Chung cư,Sổ hồng,16,14,17,4,100,116.7
Quận Cầu Giấy,Chung cư,Đã có sổ,3.3,27,4,4,76,153.1
Quận Hà Đông,Chung cư,Đã có sổ,2.7,23,27,1,124,148.6
Quận Hà Đông,Chung cư,Đã có sổ,9.7,8,16,4,120,126.3
Quận Thanh Xuân,Chung cư,Đã có sổ,10.7,31,27,5,146,125.3
Quận Long Biên,Chung cư,Sổ hồng,10.5,14,4,1,138,128.6
Quận Hà Đông,Chung cư,Sổ hồng,10.3,10,29,1,60,117.3
Quận Cầu Giấy,Duplex,Đã có sổ,17.9,32,19,3,66,109.3
Quận Thanh Xuân,Chung cư,Đã có sổ,8.2,11,10,3,43,126.2
Quận Thanh Xuân,Chung cư,Sổ hồng,1.2,5,10,3,42,148.6
Quận Long Biên,Chung cư,Sổ hồng,0.7,26,26,2,93,144.6
Quận Đống Đa,Duplex,Sổ hồng,8.4,19,35,3,110,147.2
Quận Đống Đa,Chung cư,Sổ hồng,17.9,1,30,1,62,105.9
Quận Hà Đông,Penthouse,Sổ hồng,14.4,12,16,1,149,120.2
Quận Đống Đa,Chung cư,Sổ hồng,11.6,8,11,3,112,141.2
Quận Hai Bà Trưng,Chung cư,Sổ hồng,14.2,10,19,1,116,125.9
Quận Đống Đa,Chung cư,Đã có sổ,3.8,6,5,4,142,157.2
Quận Tây Hồ,Chung cư,Sổ hồng,6.3,24,13,2,122,149.8
Quận Tây Hồ,Duplex,Sổ hồng,15.9,6,25,2,111,131.8
Quận Tây Hồ,Chung cư,Đã có sổ,0.7,21,21,2,49,159.8
Quận Hai Bà Trưng,Chung cư,Đã có sổ,6.4,26,10,4,39,127.3
Quận Tây Hồ,Chung cư,Đã có sổ,19,31,10,3,140,108.7
Quận Hà Đông,Chung cư,Đã có sổ,12.4,11,20,1,130,120.4
Quận Long Biên,Chung cư,Đã có sổ,14.8,18,24,1,79,108
Quận Tây Hồ,Duplex,Đã có sổ,8.2,27,9,2,105,152.1
Quận Tây Hồ,Penthouse,Đã có sổ,2.5,11,22,4,142,180
Quận Long Biên,Chung cư,Sổ hồng,13.8,18,11,1,60,102.6
Quận Hà Đông,Chung cư,Sổ hồng,8.8,35,5,1,121,115
Quận Cầu Giấy,Duplex,Sổ hồng,3.3,13,29,3,78,147.4
Quận Thanh Xuân,Chung cư,Đã có sổ,18,18,33,5,125,106.7
Quận Hai Bà Trưng,Chung cư,Sổ hồng,5.4,34,3,3,102,135.8
Quận Thanh Xuân,Chung cư,Đã có sổ,7.3,28,14,5,108,141.8
Quận Hà Đông,Penthouse,Sổ hồng,4.6,36,13,1,97,140.4
Quận Đống Đa,Chung cư,Đã có sổ,8.1,4,9,1,127,151.9
Quận Đống Đa,Duplex,Sổ hồng,12.4,16,15,3,101,130.1
Quận Tây Hồ,Chung cư,Sổ hồng,4.5,27,36,4,47,141
Quận Hai Bà Trưng,Chung cư,Sổ hồng,7.5,34,31,3,113,133.6
Quận Long Biên,Penthouse,Sổ hồng,0.8,9,9,4,141,172.6
Quận Đống Đa,Chung cư,Sổ hồng,3.6,2,35,3,41,143.1
Quận Long Biên,Chung cư,Sổ hồng,18.2,6,38,5,77,103.3
Quận Thanh Xuân,Chung cư,Đã có sổ,12.9,24,39,4,82,121.4
Quận Thanh Xuân,Chung cư,Sổ hồng,10.3,16,14,5,102,122
Quận Tây Hồ,Duplex,Đã có sổ,10.5,23,4,2,78,138.8
Quận Hai Bà Trưng,Chung cư,Đã có sổ,13,19,5,3,36,110.3
Quận Hai Bà Trưng,Chung cư,Sổ hồng,4.6,30,25,1,135,149.6
Quận Hà Đông,Chung cư,Đã có sổ,1.2,18,30,1,139,149.5
Quận Hà Đông,Duplex,Sổ hồng,8.5,29,24,2,118,133.2
Quận Đống Đa,Duplex,Sổ hồng,18.2,4,14,2,54,113.1
Quận Cầu Giấy,Duplex,Sổ hồng,10.5,9,36,2,102,135.3
Quận Hà Đông,Chung cư,Sổ hồng,17.7,24,20,1,47,96.3
Quận Hà Đông,Chung cư,Đã có sổ,3,14,35,3,106,151.4
Quận Đống Đa,Chung cư,Sổ hồng,5.8,20,39,1,115,140.4
Quận Đống Đa,Chung cư,Sổ hồng,13,15,21,4,144,134.1
Quận Tây Hồ,Chung cư,Đã có sổ,1,28,38,3,92,161.9
Quận Đống Đa,Penthouse,Sổ hồng,3.4,37,26,5,43,148.5
Quận Long Biên,Penthouse,Đã có sổ,2.7,27,35,4,118,160.3
Quận Đống Đa,Chung cư,Đã có sổ,10.6,36,27,2,135,135.3
Quận Đống Đa,Chung cư,Sổ hồng,17.7,7,4,4,42,106.7
Quận Cầu Giấy,Chung cư,Sổ hồng,0.6,14,8,2,57,155.2
Quận Cầu Giấy,Chung cư,Sổ hồng,1.6,31,3,4,104,148.5
Quận Đống Đa,Duplex,Sổ hồng,13.4,15,23,1,43,119.9
Quận Hà Đông,Chung cư,Sổ hồng,7.7,23,20,2,123,131.4
Quận Long Biên,Chung cư,Đã có sổ,17.9,15,15,1,99,108
Quận Đống Đa,Duplex,Đã có sổ,11,7,15,1,76,147
Quận Long Biên,Penthouse,Sổ hồng,1.7,14,21,4,73,158.9
Quận Tây Hồ,Chung cư,Sổ hồng,0.6,14,36,5,50,162.2
Quận Cầu Giấy,Chung cư,Đã có sổ,9.1,5,17,3,45,139.4
Quận Hà Đông,Penthouse,Sổ hồng,8.2,15,8,4,128,137
Quận Hai Bà Trưng,Chung cư,Sổ hồng,9.9,10,24,1,80,130.7
Quận Thanh Xuân,Duplex,Đã có sổ,8.9,0,5,3,51,144.1
Quận Thanh Xuân,Chung cư,Đã có sổ,12.2,18,36,5,97,122
Quận Long Biên,Chung cư,Sổ hồng,18.1,13,33,3,69,100.9
Quận Tây Hồ,Chung cư,Sổ hồng,15.2,39,25,1,142,116.8
Quận Hai Bà Trưng,Chung cư,Đã có sổ,10.8,9,3,4,103,141.1
Quận Đống Đa,Duplex,Sổ hồng,10.8,6,5,1,90,140
Quận Hà Đông,Chung cư,Đã có sổ,19.7,17,8,5,87,96.3
Quận Đống Đa,Penthouse,Sổ hồng,18.9,1,30,4,101,123.9
Quận Hà Đông,Chung cư,Sổ hồng,3.6,10,8,3,140,151.7
Quận Hà Đông,Chung cư,Sổ hồng,12.9,36,28,5,128,117.8
Quận Thanh Xuân,Chung cư,Sổ hồng,6.6,7,27,5,90,129.2
Quận Tây Hồ,Chung cư,Sổ hồng,4.4,5,11,3,130,164.1
Quận Hai Bà Trưng,Chung cư,Sổ hồng,18.9,39,17,5,107,99
Quận Hai Bà Trưng,Chung cư,Sổ hồng,2.2,25,35,3,133,157.9
Quận Tây Hồ,Chung cư,Sổ hồng,1,37,36,1,36,150.7
Quận Thanh Xuân,Duplex,Sổ hồng,9.7,13,24,4,101,133.6
Quận Cầu Giấy,Chung cư,Sổ hồng,11,27,19,2,57,118
Quận Long Biên,Chung cư,Đã có sổ,2.6,33,9,1,131,153.9
Quận Tây Hồ,Chung cư,Sổ hồng,19,16,19,2,78,105.8
Quận Đống Đa,Chung cư,Sổ hồng,2.3,12,8,2,62,154.7
Quận Cầu Giấy,Penthouse,Sổ hồng,14.6,29,17,5,64,124.8
Quận Long Biên,Chung cư,Sổ hồng,7.6,0,7,2,47,122.1
Quận Cầu Giấy,Penthouse,Sổ hồng,5.6,37,7,3,126,161.3
Quận Đống Đa,Chung cư,Sổ hồng,4.6,6,27,2,112,151.8
Quận Thanh Xuân,Chung cư,Đã có sổ,3.9,6,21,3,39,142
Quận Tây Hồ,Duplex,Đã có sổ,10.8,37,33,3,81,134.7
Quận Hà Đông,Duplex,Sổ hồng,1.4,9,4,5,62,143.6
Quận Long Biên,Chung cư,Sổ hồng,15.5,37,24,5,53,92.6
Quận Thanh Xuân,Chung cư,Sổ hồng,5.1,26,10,5,93,133.3
Quận Hà Đông,Chung cư,Đã có sổ,9,34,31,5,111,127.2
Quận Tây Hồ,Chung cư,Sổ hồng,2.1,2,15,1,136,171.2
Quận Thanh Xuân,Chung cư,Sổ hồng,9.7,17,10,2,48,117
Quận Đống Đa,Chung cư,Sổ hồng,12.7,1,13,1,54,115.5
Quận Hà Đông,Duplex,Sổ hồng,1.5,19,27,5,144,164.1
Quận Hai Bà Trưng,Chung cư,Sổ hồng,17.4,23,20,2,135,109.6
Quận Cầu Giấy,Chung cư,Đã có sổ,6.3,26,19,3,78,146.8
Quận Hà Đông,Penthouse,Đã có sổ,7.1,9,36,2,49,143.8
Quận Hai Bà Trưng,Chung cư,Sổ hồng,3.7,5,17,3,53,152.9
Quận Hà Đông,Chung cư,Sổ hồng,17.7,6,24,5,141,108.8
Quận Cầu Giấy,Chung cư,Sổ hồng,7.2,10,36,1,47,141.5
Quận Hai Bà Trưng,Duplex,Sổ hồng,6.3,19,19,4,79,140.5
Quận Hà Đông,Chung cư,Sổ hồng,14.5,24,11,4,52,103.5
Quận Cầu Giấy,Duplex,Đã có sổ,6.7,1,5,4,130,157.5
Quận Đống Đa,Chung cư,Sổ hồng,9.5,5,13,3,96,138
Quận Tây Hồ,Chung cư,Đã có sổ,20,2,20,1,41,107.5
Quận Cầu Giấy,Chung cư,Đã có sổ,10.1,1,30,5,68,136.3
Quận Đống Đa,Chung cư,Sổ hồng,9.5,23,17,2,75,133.7
Quận Hai Bà Trưng,Chung cư,Đã có sổ,16.1,12,16,1,111,120.7
Quận Cầu Giấy,Duplex,Sổ hồng,1.3,4,31,5,95,169.5
Quận Cầu Giấy,Chung cư,Sổ hồng,7.8,4,36,1,76,149.7
Quận Hà Đông,Duplex,Đã có sổ,14.2,2,30,2,120,123.9
Quận Long Biên,Chung cư,Sổ hồng,18.3,34,14,4,68,95.4
Quận Cầu Giấy,Chung cư,Sổ hồng,13.2,33,4,2,85,122.2
Quận Long Biên,Chung cư,Sổ hồng,10.8,1,15,3,71,123.7
Quận Đống Đa,Chung cư,Đã có sổ,9.5,22,4,3,120,141.6
Quận Thanh Xuân,Chung cư,Đã có sổ,9.8,13,13,5,74,127.3
Quận Hà Đông,Chung cư,Sổ hồng,9.7,16,6,2,62,113.6
Quận Tây Hồ,Chung cư,Đã có sổ,18.8,22,4,1,53,109.6
Quận Thanh Xuân,Duplex,Đã có sổ,16.3,7,28,4,73,111.8
Quận Hà Đông,Chung cư,Sổ hồng,6.8,38,29,5,137,130.4
Quận Đống Đa,Chung cư,Sổ hồng,1.7,12,28,5,55,146.8
Quận Cầu Giấy,Chung cư,Sổ hồng,13.8,14,23,4,78,124.4
Quận Cầu Giấy,Chung cư,Sổ hồng,14.7,6,32,4,72,116.5
Quận Cầu Giấy,Chung cư,Sổ hồng,15.6,24,20,2,43,113
Quận Thanh Xuân,Chung cư,Đã có sổ,5,35,33,4,125,150.7
Quận Cầu Giấy,Chung cư,Sổ hồng,12.9,2,14,2,123,131.8
Quận Long Biên,Penthouse,Đã có sổ,13,9,31,2,48,134.7
Quận Tây Hồ,Penthouse,Sổ hồng,2.7,32,10,1,57,163.6
Quận Cầu Giấy,Chung cư,Sổ hồng,15.6,23,5,5,86,114.3
Quận Hà Đông,Chung cư,Sổ hồng,12,35,21,4,92,116.9
Quận Cầu Giấy,Chung cư,Đã có sổ,10.2,13,38,4,56,136.8
Quận Cầu Giấy,Chung cư,Sổ hồng,1.3,8,9,2,64,151
Quận Thanh Xuân,Chung cư,Sổ hồng,9.4,12,8,5,113,130.5
Quận Hà Đông,Chung cư,Đã có sổ,17.1,7,17,3,71,108.1
Quận Tây Hồ,Chung cư,Sổ hồng,7.8,34,27,1,72,131.5
Quận Hà Đông,Chung cư,Đã có sổ,19.6,28,30,2,55,86.4
Quận Hà Đông,Chung cư,Sổ hồng,15.8,33,34,2,80,93.7
Quận Thanh Xuân,Chung cư,Đã có sổ,16.6,23,3,2,36,103.1
Quận Cầu Giấy,Chung cư,Sổ hồng,12,36,37,3,134,132.4
Quận Long Biên,Chung cư,Sổ hồng,6,10,28,3,46,132.9
Quận Cầu Giấy,Penthouse,Sổ hồng,8.3,35,39,3,132,143.4
Quận Tây Hồ,Chung cư,Đã có sổ,12.5,5,25,4,107,138
Quận Cầu Giấy,Chung cư,Sổ hồng,17.8,26,21,3,57,104.3
Quận Đống Đa,Chung cư,Đã có sổ,14.7,4,29,4,57,117.2
Quận Tây Hồ,Chung cư,Sổ hồng,7.5,33,12,4,93,140.2
Quận Cầu Giấy,Chung cư,Đã có sổ,5.5,32,37,4,117,139.8
Quận Hà Đông,Chung cư,Sổ hồng,12.9,25,10,3,38,110.5
Quận Long Biên,Chung cư,Sổ hồng,2.1,36,13,5,108,150.1
Quận Cầu Giấy,Chung cư,Sổ hồng,7.8,13,13,4,115,138.5
Quận Hai Bà Trưng,Duplex,Đã có sổ,5.4,33,16,4,58,143.4
Quận Cầu Giấy,Chung cư,Đã có sổ,17.5,29,33,2,129,122.2
Quận Thanh Xuân,Duplex,Sổ hồng,13.3,8,31,1,111,127.2
Quận Cầu Giấy,Penthouse,Sổ hồng,2.9,34,10,4,73,160.3
Quận Tây Hồ,Penthouse,Sổ hồng,10.5,30,20,1,36,136.1
Quận Thanh Xuân,Chung cư,Đã có sổ,15.9,13,18,3,51,116.6
Quận Cầu Giấy,Duplex,Đã có sổ,2.6,14,22,3,50,157.8
Quận Đống Đa,Chung cư,Đã có sổ,11.7,33,14,2,36,113.5
Quận Hà Đông,Chung cư,Đã có sổ,15.3,0,15,1,46,113.3
Quận Hà Đông,Duplex,Sổ hồng,4.6,7,33,5,86,148.4
Quận Cầu Giấy,Chung cư,Sổ hồng,18.6,37,32,5,104,104.5
Quận Hai Bà Trưng,Chung cư,Sổ hồng,11.3,32,20,3,35,112.6
Quận Đống Đa,Chung cư,Sổ hồng,12.8,26,32,3,47,107.4
Quận Hà Đông,Chung cư,Đã có sổ,7.4,1,32,1,38,132.7
Quận Cầu Giấy,Duplex,Sổ hồng,15.6,27,36,1,91,121.6
Quận Đống Đa,Chung cư,Sổ hồng,12.2,1,14,1,45,128.3
Quận Hai Bà Trưng,Chung cư,Sổ hồng,18.4,35,18,1,127,110
Quận Thanh Xuân,Penthouse,Sổ hồng,10,37,38,3,50,124.3
Quận Cầu Giấy,Chung cư,Sổ hồng,12.3,6,27,5,103,119.5
Quận Thanh Xuân,Duplex,Sổ hồng,11.7,38,26,5,130,126
Quận Hai Bà Trưng,Chung cư,Sổ hồng,11.8,2,21,5,92,132
Quận Tây Hồ,Chung cư,Sổ hồng,14.4,11,23,4,73,122.4
Quận Cầu Giấy,Chung cư,Sổ hồng,2.5,7,33,2,140,157.5
Quận Thanh Xuân,Chung cư,Sổ hồng,12.3,11,31,2,102,125.7
Quận Cầu Giấy,Chung cư,Sổ hồng,8.7,7,32,1,75,136.8
Quận Thanh Xuân,Chung cư,Đã có sổ,9.3,10,26,5,136,135.9
Quận Hà Đông,Chung cư,Đã có sổ,9,28,6,2,126,132.6
Quận Tây Hồ,Chung cư,Đã có sổ,2.7,1,5,1,36,161.6
Quận Cầu Giấy,Chung cư,Đã có sổ,0.8,33,29,5,134,162
Quận Hai Bà Trưng,Chung cư,Sổ hồng,2.6,27,38,4,57,144.6
Quận Hà Đông,Penthouse,Đã có sổ,9,22,13,4,70,142.6
Quận Long Biên,Chung cư,Sổ hồng,7.9,33,13,3,125,124.4
Quận Hà Đông,Chung cư,Đã có sổ,3.3,11,12,1,46,137.8
Quận Cầu Giấy,Chung cư,Sổ hồng,14.6,29,35,3,47,103.9
Quận Tây Hồ,Chung cư,Sổ hồng,14.4,20,24,5,67,117.5
Quận Cầu Giấy,Chung cư,Đã có sổ,18.3,9,10,5,43,97.3
Quận Đống Đa,Chung cư,Đã có sổ,17,9,27,2,132,119.4
Quận Long Biên,Chung cư,Sổ hồng,16.6,29,10,4,64,91.6
Quận Cầu Giấy,Chung cư,Sổ hồng,16.1,4,27,3,49,111
Quận Đống Đa,Chung cư,Đã có sổ,17.7,24,26,3,130,120
Quận Long Biên,Duplex,Sổ hồng,10.5,24,39,2,38,122.2
Quận Tây Hồ,Duplex,Đã có sổ,2,3,20,3,55,162.2
Quận Hai Bà Trưng,Chung cư,Đã có sổ,11.5,23,27,5,55,125.2
Quận Thanh Xuân,Chung cư,Sổ hồng,17,12,38,2,138,121.6
Quận Hai Bà Trưng,Penthouse,Sổ hồng,2.4,22,27,5,50,148.5
Quận Hai Bà Trưng,Duplex,Sổ hồng,16.5,16,14,5,125,114.7
Quận Hai Bà Trưng,Duplex,Sổ hồng,3.2,29,8,2,64,143.8
Quận Long Biên,Chung cư,Sổ hồng,1,3,3,4,69,144.4
Quận Cầu Giấy,Chung cư,Đã có sổ,14.2,34,26,2,122,120.3
Quận Cầu Giấy,Chung cư,Sổ hồng,13.1,20,25,1,137,128.3
Quận Đống Đa,Chung cư,Sổ hồng,17.6,2,30,5,70,103
Quận Tây Hồ,Chung cư,Sổ hồng,13.4,19,6,4,66,119.1
Quận Hà Đông,Chung cư,Sổ hồng,5.6,13,5,4,44,132.4
Quận Tây Hồ,Penthouse,Sổ hồng,18.5,17,7,2,80,118.4
Quận Tây Hồ,Chung cư,Đã có sổ,18.1,32,21,4,65,112.2
Quận Tây Hồ,Chung cư,Sổ hồng,18.9,17,10,3,37,104.4
Quận Tây Hồ,Penthouse,Đã có sổ,14.9,30,5,5,55,132
Quận Long Biên,Chung cư,Sổ hồng,17.5,27,30,4,99,104.5
Quận Long Biên,Chung cư,Đã có sổ,5.2,6,35,1,37,136.1
Quận Hai Bà Trưng,Chung cư,Sổ hồng,11.9,35,28,1,66,111.5
Quận Cầu Giấy,Duplex,Đã có sổ,5.7,35,25,1,39,136.1
Quận Cầu Giấy,Chung cư,Đã có sổ,6.9,35,34,5,149,142.9
Quận Cầu Giấy,Chung cư,Đã có sổ,16.6,20,8,1,89,114.4
Quận Cầu Giấy,Duplex,Sổ hồng,14.4,37,20,5,83,124.6
Quận Cầu Giấy,Chung cư,Sổ hồng,18.6,1,22,4,133,120.4
Quận Tây Hồ,Chung cư,Sổ hồng,15.8,33,20,3,127,127
Quận Hai Bà Trưng,Chung cư,Sổ hồng,6.2,3,18,1,49,138
Quận Thanh Xuân,Duplex,Đã có sổ,17.7,7,19,4,92,116.6
Quận Long Biên,Chung cư,Đã có sổ,2,39,29,4,98,142.6
Quận Hà Đông,Chung cư,Sổ hồng,2.1,30,23,2,51,135.9
Quận Cầu Giấy,Chung cư,Sổ hồng,5.8,17,30,2,57,140.9
Quận Long Biên,Chung cư,Sổ hồng,16.2,18,7,1,63,108.9
Quận Thanh Xuân,Duplex,Đã có sổ,18.6,26,4,5,39,104
Quận Hai Bà Trưng,Chung cư,Sổ hồng,13.1,20,31,4,118,118.7
Quận Thanh Xuân,Chung cư,Sổ hồng,18.6,25,22,4,124,109.1
Quận Hà Đông,Duplex,Sổ hồng,12.2,20,9,3,103,117
Quận Long Biên,Duplex,Sổ hồng,18.7,3,7,3,63,106
Quận Cầu Giấy,Chung cư,Đã có sổ,8.8,8,11,5,93,143.5
Quận Tây Hồ,Chung cư,Đã có sổ,19.5,3,13,1,46,115
Quận Cầu Giấy,Chung cư,Sổ hồng,4.6,38,6,3,103,145.3
Quận Đống Đa,Duplex,Đã có sổ,5,34,24,4,137,150.7
Quận Tây Hồ,Chung cư,Đã có sổ,5.3,15,31,4,59,143.3
Quận Tây Hồ,Chung cư,Sổ hồng,3.8,16,11,4,128,158.9
Quận Thanh Xuân,Duplex,Sổ hồng,10.4,6,33,4,103,139.5
Quận Cầu Giấy,Chung cư,Đã có sổ,11.1,2,19,2,115,140.8
Quận Hai Bà Trưng,Duplex,Đã có sổ,15.7,35,7,4,36,110.7
Quận Cầu Giấy,Chung cư,Sổ hồng,6.5,35,14,3,146,147.7
Quận Hà Đông,Chung cư,Đã có sổ,18.3,36,28,1,134,102.3
Quận Long Biên,Duplex,Sổ hồng,16.7,14,37,2,133,123
Quận Đống Đa,Chung cư,Sổ hồng,15.1,37,10,2,94,111.6
Quận Thanh Xuân,Chung cư,Sổ hồng,19.6,16,17,2,96,100.1
